DEPARTMENT,UACS_DPT_DSC,AGENCY,UACS_AGY_DSC,PREXC_PROG,PREXC_SUBPROG,PAP,Budget Document,PS,MOOE,CO,TOTAL,source_sheet
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100011,Organizational and Professional Development for Non-Teaching Personnel,Obligations 2021,135411806.52,73758843.55,0.0,209170650.07,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100012,Operational Expenses of the DepEd Task Force on the 2022 National and Local Elections,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100013,Operational Expenses of the DepEd - Election Task Force,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100001,National Assessment Systems for Basic Education,Obligations 2021,23449112.91,15151391.69,0.0,38600504.6,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100002,Policy and Research Program,Obligations 2021,1858263652.75,24412113.16,0.0,1882675765.91,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100003,Basic Education Curriculum,Obligations 2021,110649491.83,41054492.42,0.0,151703984.25,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100004,"Curriculum Programs, Learning Management Models, Standards and Strategy Development",Obligations 2021,6225832591.81,0.0,0.0,6225832591.81,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100005,Development and Promotion of Campus Journalism,Obligations 2021,0.0,498830.0,0.0,498830.0,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100006,National Literacy Policies and Programs,Obligations 2021,3449359.41,7043525.49,0.0,10492884.9,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100007,Early Language Literacy and Numeracy,Obligations 2021,0.0,32338667.0,0.0,32338667.0,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100001,Improvement and Acquisition of School Sites,Obligations 2021,0.0,54081006.53,20735870.0,74816876.53,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100002,New School Personnel Positions,Obligations 2021,14611081320.28,0.0,0.0,14611081320.28,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100003,Learning Tools and Equipment,Obligations 2021,0.0,1336067703.1,309011818.18,1645079521.28,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100004,Textbooks and Other Instructional Materials,Obligations 2021,0.0,394078829.58,0.0,394078829.58,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100005,Computerization Program,Obligations 2021,19968912.18,252178168.64,5382480407.71,5654627488.53,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100006,Basic Education Facilities,Obligations 2021,0.0,121721865.07,7361545588.39,7483267453.46,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100007,Conservation and Restoration of Gabaldon and Other Heritage School Buildings,Obligations 2021,0.0,0.0,935566715.06,935566715.06,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100010,Quick Response Fund,Obligations 2021,0.0,3687000.0,2049055052.35,2052742052.35,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100011,Last Mile Schools Program,Obligations 2021,0.0,0.0,1419706591.36,1419706591.36,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100012,Public Schools Infrastructure Program (PSIP),Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200200001,Connectivity Enhancement Program for e-Learning in Public Schools,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200300001,Infrastructure for Safer and Resilient Schools (ISRS) Project WB Loan No. 9704-PH,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100001,Multigrade Education,Obligations 2021,0.0,13127286.99,0.0,13127286.99,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100002,Indigenous Peoples Education (IPEd) Program,Obligations 2021,0.0,157691947.87,0.0,157691947.87,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100003,Flexible Learning Options (ADM/ALS/EiE),Obligations 2021,0.0,14430119966.04,2847988.0,14432967954.04,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100004,Madrasah Education Program,Obligations 2021,0.0,283094751.21,0.0,283094751.21,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100005,Special Needs Education Program,Obligations 2021,0.0,263867153.72,24080622.47,287947776.19,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100001,School-Based Feeding Program (SBFP),Obligations 2021,0.0,7094356747.42,0.0,7094356747.42,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100002,Operation of Schools - Elementary (Kinder to Grade 6),Obligations 2021,259045126473.57,14789883738.8,2880000.0,273837890212.37,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100003,Operation of Schools - Junior High School (Grade 7 to Grade 10),Obligations 2021,138715333824.06,10578180325.09,6043160.0,149299557309.15,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100004,Operation of Schools - Senior High School (Grade 11 to Grade 12),Obligations 2021,36870847264.06,3371759663.44,585000.0,40243191927.5,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100005,Government Assistance and Subsidies - Educational Service Contracting (ESC) Program for Private Junior High School (per RA No. 8545),Obligations 2021,0.0,10673583000.0,0.0,10673583000.0,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100006,Government Assistance and Subsidies - Voucher Program for Private Senior High School (per RA No. 10533),Obligations 2021,0.0,17391509999.98,0.0,17391509999.98,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100007,Government Assistance and Subsidies - Voucher Program for Non-DepEd Public High School (per RA No. 10533),Obligations 2021,0.0,742454000.0,0.0,742454000.0,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100008,Joint Delivery Voucher for Senior High School Technical Vocational and Livelihood Specializations,Obligations 2021,0.0,1159938582.69,0.0,1159938582.69,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100009,Operational Requirements of Sports Academy and Training Centers,Obligations 2021,0.0,9502256.8,0.0,9502256.8,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100010,"Implementation of the Grant of Cash Allowance, Hardship Pay, and Reclassification of Positions",Obligations 2021,2864858832.37,4199873919.5,0.0,7064732751.87,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100011,School Dental Health Care Program,Obligations 2021,0.0,173630728.28,0.0,173630728.28,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100013,World Teachers' Day Incentive Benefits,Obligations 2021,882926308.24,0.0,0.0,882926308.24,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100014,Establishment and Operational Requirement of the National Academy of Sports,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100015,Government Assistance and Subsidies - Educational Service Contracting (ESC) Program for Private Junior High School (per R.A. No. 8545),Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100016,Government Assistance and Subsidies - Senior High School Voucher Program,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100017,Subsidies - Senior High School Voucher Program,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100018,"Government Assistance and Subsidies - Training and Upgrading Knowledge for Learners, Teachers, and Achievers in Schools (GAS-TUKLAS)",Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100019,School Innovation and Improvement Fund (SIIF) to all DepEd Public Schools,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100001,Human Resource Development for Personnel in Schools and Learning Centers,Obligations 2021,28896384.07,2614662568.98,30531947.06,2674090900.11,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100002,Teacher Quality and Development Program,Obligations 2021,3635243.06,1245961.87,,4881204.93,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500300001,Teacher Effectiveness and Competencies Enhancement Project (TEACEP) WB Loan No. 9481-PH,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100001,General Management and Supervision,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100002,Administration of Personnel Benefits,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100001,Capacity Building and Trade Promotion Incentives,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100002,"Administration of Awards, Grants, and Incentives",Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100003,"Policy Development, Research, Information System Management, and Information Campaign",Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),003,National Council for Children's Television,1000,100000100001,General Management and Supervision,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),003,National Council for Children's Television,3101,310100100001,Child-Friendly Television Development Services,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100001,General Management and Supervision,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100002,Administration of Personnel Benefits,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,2000,200000100001,Project Monitoring and Evaluation Services,Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100001,Management and Development of the National Collections and Related Knowledge Resources (Including Participation to International Meetings and Conferences),Obligations 2021,,,,,2021 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100002,"Restoration, Preservation, Protection and Development of Cultural Property",Obligations 2021,,,,,2021 DepEd - Obligations
